DriverID,LapNumber,LapTime,TireType,TireWear,TotalPitStops,StrategyType,StartingPosition,Position,AvgLapTime,LapTimeDelta,PitStop,CumulativeTireWear,LapsSincePit,DegradationRate,TireEfficiency,PitTime,AvgPitTime,PositionChange,PerformanceGainAfterPit
1,14,85.063,Soft,0.4200000000000001,0,2-stop,1,1,87.042,-1.9789999999999992,False,3.15,14,0.030000000000000006,59.90352112676056,0.0,0.0,0,0.0
1,15,85.0675,Soft,0.4500000000000002,0,2-stop,1,1,87.04499999999999,-1.977499999999992,False,3.6,15,0.030000000000000013,58.66724137931033,0.0,0.0,0,0.0
1,16,85.072,Soft,0.4800000000000002,0,2-stop,1,1,87.048,-1.975999999999999,False,4.08,16,0.030000000000000013,57.48108108108107,0.0,0.0,0,0.0
1,17,85.0765,Soft,0.5100000000000002,0,2-stop,1,1,88.201,-3.1244999999999976,False,4.59,17,0.030000000000000013,56.342052980132436,0.0,0.0,0,0.0
1,18,85.081,Soft,0.5400000000000003,0,2-stop,1,1,87.1501,-2.0690999999999917,False,5.13,18,0.030000000000000013,55.24740259740259,0.0,0.0,0,0.0
1,19,85.0855,Soft,0.5700000000000003,0,2-stop,1,1,88.303025,-3.217525000000009,False,5.7,19,0.030000000000000016,54.194585987261135,0.0,0.0,0,0.0
1,20,85.09,Soft,0.6000000000000003,0,2-stop,1,1,87.15310000000001,-2.0631000000000057,False,6.300000000000001,20,0.030000000000000016,53.18124999999999,0.0,0.0,0,0.0
1,21,85.0945,Soft,0.6300000000000003,0,2-stop,1,1,87.156025,-2.061525000000003,False,6.9300000000000015,21,0.030000000000000016,52.20521472392637,0.0,0.0,0,0.0
1,22,108.099,Medium,0.0,1,2-stop,1,19,89.45895,18.640050000000002,True,0.0,0,,108.099,18.640050000000002,18.640050000000002,-18,0.0
1,23,87.003,Medium,0.02,1,2-stop,1,5,87.15527499999999,-0.15227499999998884,False,0.02,1,0.02,85.29705882352941,18.640050000000002,18.640050000000002,14,0.15227499999998884
1,24,87.006,Medium,0.04,1,2-stop,1,5,88.3082,-1.3021999999999991,False,0.06,2,0.02,83.65961538461538,18.640050000000002,18.640050000000002,0,0.0
1,25,87.009,Medium,0.06,1,2-stop,1,5,88.309325,-1.3003250000000008,False,0.12,3,0.02,82.08396226415094,18.640050000000002,18.640050000000002,0,0.0
1,26,87.012,Medium,0.08,1,2-stop,1,6,90.51045,-3.4984500000000054,False,0.2,4,0.02,80.56666666666666,18.640050000000002,18.640050000000002,-1,0.0
1,27,87.015,Medium,0.1,1,2-stop,1,8,87.0537,-0.03870000000000573,False,0.30000000000000004,5,0.02,79.10454545454544,18.640050000000002,18.640050000000002,-2,0.0
1,28,87.018,Medium,0.12,1,2-stop,1,7,89.3567,-2.338700000000003,False,0.42000000000000004,6,0.02,77.69464285714285,18.640050000000002,18.640050000000002,1,0.0
1,29,87.021,Medium,0.14,1,2-stop,1,8,87.24905,-0.2280499999999961,False,0.56,7,0.02,76.33421052631579,18.640050000000002,18.640050000000002,-1,0.0
1,30,87.024,Medium,0.16,1,2-stop,1,8,87.2519,-0.22790000000000532,False,0.7200000000000001,8,0.02,75.02068965517242,18.640050000000002,18.640050000000002,0,0.0
1,31,87.027,Medium,0.18,1,2-stop,1,8,87.25475,-0.22775000000000034,False,0.9000000000000001,9,0.02,73.75169491525425,18.640050000000002,18.640050000000002,0,0.0
1,32,87.03,Medium,0.1999999999999999,1,2-stop,1,8,90.7076,-3.677599999999998,False,1.1,10,0.01999999999999999,72.525,18.640050000000002,18.640050000000002,0,0.0
1,33,87.033,Medium,0.2199999999999999,1,2-stop,1,9,87.25085,-0.21784999999999854,False,1.32,11,0.01999999999999999,71.33852459016394,18.640050000000002,18.640050000000002,-1,0.0
1,34,87.036,Medium,0.2399999999999999,1,2-stop,1,9,87.25370000000001,-0.21770000000000778,False,1.56,12,0.019999999999999993,70.19032258064516,18.640050000000002,18.640050000000002,0,0.0
1,35,110.039,Medium,0.0,2,2-stop,1,20,88.40655000000001,21.63244999999999,True,0.0,0,,110.039,21.63244999999999,20.136249999999997,-11,0.0
1,36,87.003,Medium,0.02,2,2-stop,1,4,88.40745000000001,-1.4044500000000113,False,0.02,1,0.02,85.29705882352941,21.63244999999999,20.136249999999997,16,1.4044500000000113
1,37,87.006,Medium,0.04,2,2-stop,1,3,88.504825,-1.4988249999999965,False,0.06,2,0.02,83.65961538461538,21.63244999999999,20.136249999999997,1,0.0
1,38,87.009,Medium,0.06,2,2-stop,1,4,89.7492,-2.7402000000000015,False,0.12,3,0.02,82.08396226415094,21.63244999999999,20.136249999999997,-1,0.0
1,39,87.012,Medium,0.08,2,2-stop,1,5,87.543725,-0.5317249999999945,False,0.2,4,0.02,80.56666666666666,21.63244999999999,20.136249999999997,-1,0.0
1,40,87.015,Medium,0.1,2,2-stop,1,4,89.84635,-2.8313500000000005,False,0.30000000000000004,5,0.02,79.10454545454544,21.63244999999999,20.136249999999997,1,0.0
1,41,87.018,Medium,0.12,2,2-stop,1,6,88.689825,-1.6718249999999983,False,0.42000000000000004,6,0.02,77.69464285714285,21.63244999999999,20.136249999999997,-2,0.0
1,42,87.021,Medium,0.14,2,2-stop,1,7,87.53630000000001,-0.5153000000000105,False,0.56,7,0.02,76.33421052631579,21.63244999999999,20.136249999999997,-1,0.0
1,43,87.024,Medium,0.16,2,2-stop,1,7,87.53892499999999,-0.514924999999991,False,0.7200000000000001,8,0.02,75.02068965517242,21.63244999999999,20.136249999999997,0,0.0
1,44,87.027,Medium,0.18,2,2-stop,1,7,87.54155,-0.5145499999999998,False,0.9000000000000001,9,0.02,73.75169491525425,21.63244999999999,20.136249999999997,0,0.0
1,45,87.03,Medium,0.1999999999999999,2,2-stop,1,7,87.544175,-0.5141749999999945,False,1.1,10,0.01999999999999999,72.525,21.63244999999999,20.136249999999997,0,0.0
1,46,87.033,Medium,0.2199999999999999,2,2-stop,1,7,87.54679999999999,-0.5137999999999892,False,1.32,11,0.01999999999999999,71.33852459016394,21.63244999999999,20.136249999999997,0,0.0
1,47,87.036,Medium,0.2399999999999999,2,2-stop,1,7,87.549425,-0.513424999999998,False,1.56,12,0.019999999999999993,70.19032258064516,21.63244999999999,20.136249999999997,0,0.0
1,48,87.039,Medium,0.2599999999999999,2,2-stop,1,7,89.85204999999999,-2.81304999999999,False,1.8199999999999998,13,0.019999999999999993,69.07857142857144,21.63244999999999,20.136249999999997,0,0.0
1,49,87.042,Medium,0.2799999999999999,2,2-stop,1,9,87.44964999999999,-0.40764999999998963,False,2.0999999999999996,14,0.019999999999999993,68.0015625,21.63244999999999,20.136249999999997,-2,0.0
1,50,87.045,Medium,0.3,2,2-stop,1,8,88.60235,-1.5573499999999996,False,2.3999999999999995,15,0.02,66.95769230769231,21.63244999999999,20.136249999999997,1,0.0
1,51,87.048,Medium,0.32,2,2-stop,1,9,88.5938,-1.5457999999999998,False,2.7199999999999993,16,0.02,65.94545454545454,21.63244999999999,20.136249999999997,-1,0.0
1,52,87.051,Medium,0.34,2,2-stop,1,10,87.341475,-0.2904750000000007,False,3.059999999999999,17,0.02,64.9634328358209,21.63244999999999,20.136249999999997,-1,0.0
1,53,87.054,Medium,0.36,2,2-stop,1,10,88.49425,-1.4402499999999918,False,3.419999999999999,18,0.02,64.01029411764706,21.63244999999999,20.136249999999997,0,0.0
1,54,87.057,Medium,0.38,2,2-stop,1,10,89.542,-2.4849999999999994,False,3.799999999999999,19,0.02,63.08478260869566,21.63244999999999,20.136249999999997,0,0.0
1,55,87.06,Medium,0.4000000000000001,2,2-stop,1,12,87.04275,0.017250000000004206,False,4.199999999999999,20,0.020000000000000004,62.18571428571428,21.63244999999999,20.136249999999997,-2,0.0
1,56,87.063,Medium,0.4200000000000001,2,2-stop,1,12,87.04575,0.017250000000004206,False,4.619999999999999,21,0.020000000000000004,61.31197183098591,21.63244999999999,20.136249999999997,0,0.0
1,57,87.066,Medium,0.4400000000000001,2,2-stop,1,12,87.04875,0.017250000000004206,False,5.06,22,0.020000000000000004,60.46249999999999,21.63244999999999,20.136249999999997,0,0.0
1,58,87.069,Medium,0.4600000000000001,2,2-stop,1,12,87.05175,0.017250000000004206,False,5.52,23,0.020000000000000004,59.63630136986302,21.63244999999999,20.136249999999997,0,0.0
1,59,87.072,Medium,0.4800000000000001,2,2-stop,1,12,87.05475,0.017250000000004206,False,6.0,24,0.020000000000000004,58.832432432432434,21.63244999999999,20.136249999999997,0,0.0
1,60,87.075,Medium,0.5000000000000001,2,2-stop,1,12,87.05775,0.017250000000004206,False,6.5,25,0.020000000000000004,58.050000000000004,21.63244999999999,20.136249999999997,0,0.0
1,61,87.078,Medium,0.5200000000000001,2,2-stop,1,12,87.06075,0.017250000000004206,False,7.0200000000000005,26,0.020000000000000004,57.28815789473684,21.63244999999999,20.136249999999997,0,0.0
1,62,87.081,Medium,0.5400000000000001,2,2-stop,1,12,87.06375,0.017250000000004206,False,7.5600000000000005,27,0.020000000000000004,56.546103896103894,21.63244999999999,20.136249999999997,0,0.0
1,63,87.084,Medium,0.5600000000000002,2,2-stop,1,12,87.06675,0.017250000000004206,False,8.120000000000001,28,0.020000000000000007,55.823076923076925,21.63244999999999,20.136249999999997,0,0.0
1,64,87.087,Medium,0.5800000000000002,2,2-stop,1,12,87.06975,0.017250000000004206,False,8.700000000000001,29,0.020000000000000007,55.118354430379746,21.63244999999999,20.136249999999997,0,0.0
1,65,87.09,Medium,0.6000000000000002,2,2-stop,1,12,87.07275,0.017250000000004206,False,9.3,30,0.020000000000000007,54.43125,21.63244999999999,20.136249999999997,0,0.0
1,66,87.093,Medium,0.6200000000000002,2,2-stop,1,12,87.07575,0.017250000000004206,False,9.920000000000002,31,0.020000000000000007,53.76111111111111,21.63244999999999,20.136249999999997,0,0.0
1,67,87.096,Medium,0.6400000000000002,2,2-stop,1,12,87.07875,0.017250000000004206,False,10.560000000000002,32,0.020000000000000007,53.10731707317073,21.63244999999999,20.136249999999997,0,0.0
1,68,87.099,Medium,0.6600000000000003,2,2-stop,1,12,87.08175,0.017250000000004206,False,11.220000000000002,33,0.020000000000000007,52.46927710843373,21.63244999999999,20.136249999999997,0,0.0
1,69,87.102,Medium,0.6800000000000003,2,2-stop,1,12,87.08475,0.017250000000004206,False,11.900000000000002,34,0.020000000000000007,51.84642857142857,21.63244999999999,20.136249999999997,0,0.0
1,70,87.105,Medium,0.7000000000000003,2,2-stop,1,12,87.08775,0.017250000000004206,False,12.600000000000003,35,0.020000000000000007,51.23823529411764,21.63244999999999,20.136249999999997,0,0.0
2,1,85.0045,Soft,0.03,0,2-stop,2,1,87.003,-1.998500000000007,False,0.03,1,0.03,82.52864077669902,0.0,0.0,11,0.0
2,2,85.009,Soft,0.06,0,2-stop,2,1,87.006,-1.9969999999999999,False,0.09,2,0.03,80.19716981132075,0.0,0.0,0,0.0
2,3,85.0135,Soft,0.09,0,2-stop,2,1,87.00899999999999,-1.9954999999999927,False,0.18,3,0.03,77.9940366972477,0.0,0.0,0,0.0
2,4,85.018,Soft,0.12,0,2-stop,2,1,87.012,-1.9939999999999998,False,0.3,4,0.03,75.90892857142856,0.0,0.0,0,0.0
2,5,85.0225,Soft,0.15,0,2-stop,2,1,87.015,-1.9925000000000068,False,0.44999999999999996,5,0.03,73.93260869565218,0.0,0.0,0,0.0
2,6,85.027,Soft,0.18,0,2-stop,2,1,87.018,-1.9909999999999997,False,0.6299999999999999,6,0.03,72.05677966101696,0.0,0.0,0,0.0
2,7,85.0315,Soft,0.21,0,2-stop,2,1,87.02099999999999,-1.9894999999999925,False,0.8399999999999999,7,0.03,70.27396694214876,0.0,0.0,0,0.0
2,8,85.036,Soft,0.24,0,2-stop,2,1,87.024,-1.9879999999999995,False,1.0799999999999998,8,0.03,68.57741935483871,0.0,0.0,0,0.0
2,9,85.0405,Soft,0.27,0,2-stop,2,1,87.027,-1.9865000000000066,False,1.3499999999999999,9,0.030000000000000002,66.96102362204724,0.0,0.0,0,0.0
2,10,85.045,Soft,0.3,0,2-stop,2,1,87.03,-1.9849999999999994,False,1.65,10,0.03,65.41923076923077,0.0,0.0,0,0.0
2,11,85.0495,Soft,0.33,0,2-stop,2,1,87.03299999999999,-1.9834999999999923,False,1.98,11,0.030000000000000002,63.946992481203,0.0,0.0,0,0.0
2,12,85.054,Soft,0.3600000000000001,0,2-stop,2,1,87.036,-1.9819999999999993,False,2.34,12,0.03000000000000001,62.53970588235294,0.0,0.0,0,0.0
2,13,85.0585,Soft,0.3900000000000001,0,2-stop,2,1,87.039,-1.9805000000000064,False,2.73,13,0.03000000000000001,61.19316546762589,0.0,0.0,0,0.0
2,14,85.063,Soft,0.4200000000000001,0,2-stop,2,1,87.042,-1.9789999999999992,False,3.15,14,0.030000000000000006,59.90352112676056,0.0,0.0,0,0.0
2,15,85.0675,Soft,0.4500000000000002,0,2-stop,2,1,87.04499999999999,-1.977499999999992,False,3.6,15,0.030000000000000013,58.66724137931033,0.0,0.0,0,0.0
2,16,85.072,Soft,0.4800000000000002,0,2-stop,2,1,87.048,-1.975999999999999,False,4.08,16,0.030000000000000013,57.48108108108107,0.0,0.0,0,0.0
2,17,85.0765,Soft,0.5100000000000002,0,2-stop,2,1,88.201,-3.1244999999999976,False,4.59,17,0.030000000000000013,56.342052980132436,0.0,0.0,0,0.0
2,18,85.081,Soft,0.5400000000000003,0,2-stop,2,1,87.1501,-2.0690999999999917,False,5.13,18,0.030000000000000013,55.24740259740259,0.0,0.0,0,0.0
2,19,85.0855,Soft,0.5700000000000003,0,2-stop,2,1,88.303025,-3.217525000000009,False,5.7,19,0.030000000000000016,54.194585987261135,0.0,0.0,0,0.0
2,20,85.09,Soft,0.6000000000000003,0,2-stop,2,1,87.15310000000001,-2.0631000000000057,False,6.300000000000001,20,0.030000000000000016,53.18124999999999,0.0,0.0,0,0.0
2,21,85.0945,Soft,0.6300000000000003,0,2-stop,2,1,87.156025,-2.061525000000003,False,6.9300000000000015,21,0.030000000000000016,52.20521472392637,0.0,0.0,0,0.0
2,22,85.099,Soft,0.6600000000000004,0,2-stop,2,1,89.45895,-4.359949999999998,False,7.590000000000002,22,0.030000000000000016,51.264457831325295,0.0,0.0,0,0.0
2,23,85.1035,Soft,0.6900000000000004,0,2-stop,2,1,87.15527499999999,-2.051774999999992,False,8.280000000000001,23,0.030000000000000016,50.35710059171596,0.0,0.0,0,0.0
2,24,85.108,Soft,0.7200000000000004,0,2-stop,2,1,88.3082,-3.2001999999999953,False,9.000000000000002,24,0.030000000000000016,49.4813953488372,0.0,0.0,0,0.0
2,25,85.1125,Soft,0.7500000000000004,0,2-stop,2,1,88.309325,-3.196825000000004,False,9.750000000000002,25,0.030000000000000016,48.63571428571427,0.0,0.0,0,0.0
2,26,85.117,Soft,0.7800000000000005,0,2-stop,2,1,90.51045,-5.393450000000001,False,10.530000000000003,26,0.03000000000000002,47.818539325842686,0.0,0.0,0,0.0
2,27,85.1215,Soft,0.8100000000000005,0,2-stop,2,1,87.0537,-1.9322000000000088,False,11.340000000000003,27,0.03000000000000002,47.028453038674016,0.0,0.0,0,0.0
2,28,85.126,Soft,0.8400000000000005,0,2-stop,2,1,89.3567,-4.230699999999999,False,12.180000000000003,28,0.03000000000000002,46.2641304347826,0.0,0.0,0,0.0
2,29,85.1305,Soft,0.8700000000000006,0,2-stop,2,1,87.24905,-2.118549999999999,False,13.050000000000004,29,0.03000000000000002,45.524331550802124,0.0,0.0,0,0.0
2,30,85.135,Soft,0.9000000000000006,0,2-stop,2,1,87.2519,-2.116900000000001,False,13.950000000000005,30,0.03000000000000002,44.807894736842094,0.0,0.0,0,0.0
2,31,85.1395,Soft,0.9300000000000006,0,2-stop,2,1,87.25475,-2.115250000000003,False,14.880000000000006,31,0.03000000000000002,44.113730569948174,0.0,0.0,0,0.0
2,32,85.144,Soft,0.9600000000000006,0,2-stop,2,1,90.7076,-5.563599999999994,False,15.840000000000007,32,0.03000000000000002,43.4408163265306,0.0,0.0,0,0.0
2,33,85.1485,Soft,0.9900000000000008,0,2-stop,2,1,87.25085,-2.1023500000000013,False,16.83000000000001,33,0.030000000000000023,42.78819095477385,0.0,0.0,0,0.0
2,34,85.153,Soft,1.020000000000001,0,2-stop,2,1,87.25370000000001,-2.1007000000000033,False,17.85000000000001,34,0.030000000000000027,42.15495049504949,0.0,0.0,0,0.0
2,35,85.1575,Soft,1.0500000000000007,0,2-stop,2,1,88.40655000000001,-3.249050000000011,False,18.90000000000001,35,0.03000000000000002,41.54024390243901,0.0,0.0,0,0.0
2,36,85.162,Soft,1.0800000000000007,0,2-stop,2,1,88.40745000000001,-3.2454500000000053,False,19.98000000000001,36,0.03000000000000002,40.94326923076922,0.0,0.0,0,0.0
2,37,85.1665,Soft,1.1100000000000008,0,2-stop,2,1,88.504825,-3.3383249999999975,False,21.09000000000001,37,0.03000000000000002,40.36327014218008,0.0,0.0,0,0.0
2,38,85.171,Soft,1.1400000000000008,0,2-stop,2,1,89.7492,-4.578199999999995,False,22.23000000000001,38,0.03000000000000002,39.79953271028037,0.0,0.0,0,0.0
2,39,85.1755,Soft,1.1700000000000008,0,2-stop,2,1,87.543725,-2.3682249999999954,False,23.400000000000013,39,0.03000000000000002,39.251382488479244,0.0,0.0,0,0.0
2,40,85.18,Soft,1.2000000000000008,0,2-stop,2,1,89.84635,-4.666349999999994,False,24.600000000000012,40,0.03000000000000002,38.718181818181804,0.0,0.0,0,0.0
2,41,85.1845,Soft,1.2300000000000009,0,2-stop,2,1,88.689825,-3.505324999999999,False,25.830000000000013,41,0.03000000000000002,38.19932735426008,0.0,0.0,0,0.0
2,42,85.18900000000001,Soft,1.260000000000001,0,2-stop,2,1,87.53630000000001,-2.347300000000004,False,27.090000000000014,42,0.03000000000000002,37.694247787610614,0.0,0.0,0,0.0
2,43,85.1935,Soft,1.290000000000001,0,2-stop,2,1,87.53892499999999,-2.3454249999999917,False,28.380000000000017,43,0.030000000000000023,37.202401746724874,0.0,0.0,0,0.0
2,44,85.198,Soft,1.320000000000001,0,2-stop,2,1,87.54155,-2.3435500000000076,False,29.700000000000017,44,0.030000000000000023,36.723275862068945,0.0,0.0,0,0.0
2,45,85.2025,Soft,1.350000000000001,0,2-stop,2,1,87.544175,-2.341674999999995,False,31.05000000000002,45,0.030000000000000023,36.25638297872339,0.0,0.0,0,0.0
2,46,85.207,Soft,1.380000000000001,0,2-stop,2,1,87.54679999999999,-2.3397999999999968,False,32.43000000000002,46,0.030000000000000023,35.801260504201665,0.0,0.0,0,0.0
2,47,85.2115,Soft,1.410000000000001,0,2-stop,2,1,87.549425,-2.3379249999999985,False,33.840000000000025,47,0.030000000000000023,35.35746887966803,0.0,0.0,0,0.0
2,48,85.216,Soft,1.440000000000001,0,2-stop,2,1,89.85204999999999,-4.636049999999997,False,35.28000000000002,48,0.030000000000000023,34.924590163934404,0.0,0.0,0,0.0
2,49,85.2205,Soft,1.470000000000001,0,2-stop,2,1,87.44964999999999,-2.22914999999999,False,36.75000000000002,49,0.030000000000000023,34.50222672064776,0.0,0.0,0,0.0
2,50,108.225,Soft,0.0,1,2-stop,2,20,88.60235,19.622649999999993,True,0.0,0,,108.225,19.622649999999993,19.622649999999993,-19,0.0
2,51,85.0045,Soft,0.03,1,2-stop,2,1,88.5938,-3.5893000000000086,False,0.03,1,0.03,82.52864077669902,19.622649999999993,19.622649999999993,19,3.5893000000000086
2,52,85.009,Soft,0.06,1,2-stop,2,2,87.341475,-2.3324750000000023,False,0.09,2,0.03,80.19716981132075,19.622649999999993,19.622649999999993,-1,0.0
2,53,85.0135,Soft,0.09,1,2-stop,2,2,88.49425,-3.4807500000000005,False,0.18,3,0.03,77.9940366972477,19.622649999999993,19.622649999999993,0,0.0
2,54,108.018,Soft,0.0,2,2-stop,2,19,89.542,18.476,True,0.0,0,,108.018,18.476,19.049324999999996,-17,0.0
2,55,85.0045,Soft,0.03,2,2-stop,2,1,87.04275,-2.038250000000005,False,0.03,1,0.03,82.52864077669902,18.476,19.049324999999996,18,2.038250000000005
2,56,85.009,Soft,0.06,2,2-stop,2,1,87.04575,-2.036749999999998,False,0.09,2,0.03,80.19716981132075,18.476,19.049324999999996,0,0.0
2,57,85.0135,Soft,0.09,2,2-stop,2,1,87.04875,-2.035250000000005,False,0.18,3,0.03,77.9940366972477,18.476,19.049324999999996,0,0.0
2,58,85.018,Soft,0.12,2,2-stop,2,1,87.05175,-2.0337499999999977,False,0.3,4,0.03,75.90892857142856,18.476,19.049324999999996,0,0.0
2,59,85.0225,Soft,0.15,2,2-stop,2,1,87.05475,-2.0322500000000048,False,0.44999999999999996,5,0.03,73.93260869565218,18.476,19.049324999999996,0,0.0
2,60,85.027,Soft,0.18,2,2-stop,2,1,87.05775,-2.0307499999999976,False,0.6299999999999999,6,0.03,72.05677966101696,18.476,19.049324999999996,0,0.0
2,61,85.0315,Soft,0.21,2,2-stop,2,1,87.06075,-2.0292500000000047,False,0.8399999999999999,7,0.03,70.27396694214876,18.476,19.049324999999996,0,0.0
2,62,85.036,Soft,0.24,2,2-stop,2,1,87.06375,-2.0277499999999975,False,1.0799999999999998,8,0.03,68.57741935483871,18.476,19.049324999999996,0,0.0
2,63,85.0405,Soft,0.27,2,2-stop,2,1,87.06675,-2.0262500000000045,False,1.3499999999999999,9,0.030000000000000002,66.96102362204724,18.476,19.049324999999996,0,0.0
2,64,85.045,Soft,0.3,2,2-stop,2,1,87.06975,-2.0247499999999974,False,1.65,10,0.03,65.41923076923077,18.476,19.049324999999996,0,0.0
2,65,85.0495,Soft,0.33,2,2-stop,2,1,87.07275,-2.0232500000000044,False,1.98,11,0.030000000000000002,63.946992481203,18.476,19.049324999999996,0,0.0
2,66,85.054,Soft,0.3600000000000001,2,2-stop,2,1,87.07575,-2.0217499999999973,False,2.34,12,0.03000000000000001,62.53970588235294,18.476,19.049324999999996,0,0.0
2,67,85.0585,Soft,0.3900000000000001,2,2-stop,2,1,87.07875,-2.0202500000000043,False,2.73,13,0.03000000000000001,61.19316546762589,18.476,19.049324999999996,0,0.0
2,68,85.063,Soft,0.4200000000000001,2,2-stop,2,1,87.08175,-2.018749999999997,False,3.15,14,0.030000000000000006,59.90352112676056,18.476,19.049324999999996,0,0.0
2,69,85.0675,Soft,0.4500000000000002,2,2-stop,2,1,87.08475,-2.017250000000004,False,3.6,15,0.030000000000000013,58.66724137931033,18.476,19.049324999999996,0,0.0
2,70,85.072,Soft,0.4800000000000002,2,2-stop,2,1,87.08775,-2.015749999999997,False,4.08,16,0.030000000000000013,57.48108108108107,18.476,19.049324999999996,0,0.0
3,1,87.003,Medium,0.02,0,1-stop,3,7,87.003,0.0,False,0.02,1,0.02,85.29705882352941,0.0,0.0,-6,0.0
3,2,87.006,Medium,0.04,0,1-stop,3,7,87.006,0.0,False,0.06,2,0.02,83.65961538461538,0.0,0.0,0,0.0
3,3,87.009,Medium,0.06,0,1-stop,3,7,87.00899999999999,1.4210854715202004e-14,False,0.12,3,0.02,82.08396226415094,0.0,0.0,0,0.0
3,4,87.012,Medium,0.08,0,1-stop,3,7,87.012,0.0,False,0.2,4,0.02,80.56666666666666,0.0,0.0,0,0.0
3,5,87.015,Medium,0.1,0,1-stop,3,7,87.015,0.0,False,0.30000000000000004,5,0.02,79.10454545454544,0.0,0.0,0,0.0
3,6,87.018,Medium,0.12,0,1-stop,3,7,87.018,0.0,False,0.42000000000000004,6,0.02,77.69464285714285,0.0,0.0,0,0.0
3,7,87.021,Medium,0.14,0,1-stop,3,7,87.02099999999999,1.4210854715202004e-14,False,0.56,7,0.02,76.33421052631579,0.0,0.0,0,0.0
3,8,87.024,Medium,0.16,0,1-stop,3,7,87.024,0.0,False,0.7200000000000001,8,0.02,75.02068965517242,0.0,0.0,0,0.0
3,9,87.027,Medium,0.18,0,1-stop,3,7,87.027,0.0,False,0.9000000000000001,9,0.02,73.75169491525425,0.0,0.0,0,0.0
3,10,87.03,Medium,0.1999999999999999,0,1-stop,3,7,87.03,0.0,False,1.1,10,0.01999999999999999,72.525,0.0,0.0,0,0.0
3,11,87.033,Medium,0.2199999999999999,0,1-stop,3,7,87.03299999999999,1.4210854715202004e-14,False,1.32,11,0.01999999999999999,71.33852459016394,0.0,0.0,0,0.0
3,12,87.036,Medium,0.2399999999999999,0,1-stop,3,7,87.036,0.0,False,1.56,12,0.019999999999999993,70.19032258064516,0.0,0.0,0,0.0
3,13,87.039,Medium,0.2599999999999999,0,1-stop,3,7,87.039,0.0,False,1.8199999999999998,13,0.019999999999999993,69.07857142857144,0.0,0.0,0,0.0
3,14,87.042,Medium,0.2799999999999999,0,1-stop,3,7,87.042,0.0,False,2.0999999999999996,14,0.019999999999999993,68.0015625,0.0,0.0,0,0.0
3,15,87.045,Medium,0.3,0,1-stop,3,7,87.04499999999999,1.4210854715202004e-14,False,2.3999999999999995,15,0.02,66.95769230769231,0.0,0.0,0,0.0
3,16,87.048,Medium,0.32,0,1-stop,3,7,87.048,0.0,False,2.7199999999999993,16,0.02,65.94545454545454,0.0,0.0,0,0.0
3,17,87.051,Medium,0.34,0,1-stop,3,6,88.201,-1.1499999999999915,False,3.059999999999999,17,0.02,64.9634328358209,0.0,0.0,1,0.0
3,18,87.054,Medium,0.36,0,1-stop,3,7,87.1501,-0.09609999999999275,False,3.419999999999999,18,0.02,64.01029411764706,0.0,0.0,-1,0.0
